player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,year,pid,Rec,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,ht
Jae Crowder,Marquette,BE,35,82.4,122.3,22,56.8,59.85,7,20.5,13.5,9.8,0.10320888567794577,0.14050285277165728,0.735,0.13529904340974402,0.22463110412258785,0.602,0.05290539517945119,0.15351237617644034,0.345,3.1,4.3,37.2,Sr,5.48984,132.374,3.2,2012,15568,NA,1.65913615,0.11101459972081562,0.14830856681452712,0.024284443688928417,0.07632253730806074,0.7485,0.3182,0.006938412482550976,0.006938412482550976,1,84.8446,81.1209,0.004484009777957791,311.979,13.2884,7.37385,5.91459,13.0841,32.9429,7.96643,5.1177,2,6.4,8.4,2.0857,2.5143,1,17.5429,Wing G,78
Kendall Marshall,North Carolina,ACC,36,77.9,113.3,17.1,52.9,55.8,0.5,7.3,45.1,27.2,0.046296296296296294,0.0664983164983165,0.696,0.06481481481481481,0.12289562289562289,0.527,0.02356902356902357,0.0664983164983165,0.354,0.5,2,35.1,So,3.24086,112.651,1.9,2012,16380,94.8,3.47519256,0.029461279461279462,0.04461279461279461,0.03535353535353535,0.07828282828282829,0.6604,0.4516,0,0,NA,96.8536,92.3192,0.0032800589225589227,205.986,4.08958,4.03505,0.0545312,5.85357,33,3.6269,2.22666,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,Pure PG,76
Meyers Leonard,Illinois,B10,32,78.6,112.5,22,58.6,61.77,9.1,23.5,9.9,18.7,0.09135559921414538,0.12475442043222004,0.732,0.16601178781925344,0.275049115913556,0.604,9.823182711198428e-4,0.010805500982318271,0.091,6.9,0.9,43.6,So,3.80973,119.265,3.7,2012,17125,94.2,0.63237645,0.10707269155206287,0.14145383104125736,0.05893909626719057,0.13359528487229863,0.7569,0.4412,0.05009823182711198,0.0550098231827112,0.9107,94.6348,88.2181,0.004086895874263261,210.3,6.54568,1.57784,4.96784,6.26746,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,C,84
Bernard James,Florida St.,ACC,35,68.9,106.8,20.2,60.6,60.17,13.6,19.7,3.6,21.7,0.0653728961929481,0.11848837434971843,0.552,0.16036788597332582,0.26455593928083687,0.606,0,0,0,9.5,1.6,44.8,Sr,2.67737,112.327,2.8,2012,17913,14.2,0.21915903,0.13483159839795547,0.19918304308788876,0.025536287575370353,0.0653728961929481,0.6769,0.3906,0.05515838116279996,0.05720128416882959,0.9643,87.9861,83.5886,0.004179646761641227,222.254,7.70478,1.60206,6.10272,7.09472,27.9714,3.51769,3.57703,3.0571,5.0286,8.0857,0.4571,0.7429,2.3429,10.8,C,82
Jared Sullinger,Ohio St.,B10,37,72,117.8,27.3,53.8,59.11,12.5,24,8.6,13.7,0.15583234149758263,0.2030272792082791,0.768,0.18877975084278584,0.35529773861448843,0.531,0.01424752836549327,0.035618820913733175,0.4,4,2.3,51.9,So,5.35069,135.153,3.9,2012,18035,99.4,0.64787114,0.10507552169551286,0.15405140045189597,0.08370422914727296,0.20124633816259244,0.6821,0.4159,0.01424752836549327,0.015137998888336598,0.9412,85.165,79.3279,0.004409779218519507,259.854,10.0557,5.46551,4.59023,10.5424,30.3514,7.08523,3.45719,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,PF/C,81
Jeremy Lamb,Connecticut,BE,34,92.1,115.4,22.2,55.6,58.95,3,11.1,10.1,15,0.07740915048828585,0.09557660417431213,0.81,0.11532383644173198,0.19194309763932105,0.601,0.0560821396394724,0.1666666403370236,0.336,1.7,2.1,26.7,So,5.10145,124.267,1.8,2012,18051,83,0.85294998,0.05292258247668523,0.06714058970922752,0.06240125396504676,0.12480250793009352,0.7882,0.5,0.01816745368602627,0.018957342976723066,0.9583,101.528,96.2073,0.0030426298510853314,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,Wing G,77
Perry Jones III,Baylor,B12,32,66.6,110.6,22.6,51,53.61,10.8,18.6,8.8,14.4,0.07178980269331073,0.10313464612278443,0.696,0.17087995288971145,0.33164866596346365,0.515,0.010111239815959258,0.033367091392665554,0.303,2.1,1.7,28.3,So,3.86615,120.539,3.1,2012,18374,98.8,0.75922966,0.09302340630682518,0.13346836557066222,0.07785654658288628,0.19818030039280146,0.697,0.3929,0.041456083245432956,0.04448945519022073,0.9318,96.8961,90.4005,0.0038829587590839382,188.837,4.93194,3.43733,1.4946,4.25016,30.9062,3.49204,0.758121,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,PF/C,83
Terrence Ross,Washington,P12,35,77.2,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,0.06617650100023025,0.08639709852807838,0.766,0.13143388393101285,0.25367658716754926,0.518,0.06617650100023025,0.17830890547284262,0.371,3,2.3,20,So,3.77753,119.619,3.6,2012,18838,93.8,0.69999999,0.05514708416685854,0.07996327204194488,0.07628679976415431,0.1737133151256044,0.6897,0.4392,0.02022059752784813,0.025735305944533986,0.7857,95.3759,92.0641,0.0033749647862889643,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,Wing F,78
Harrison Barnes,North Carolina,ACC,38,72.9,108.2,26,48.7,52.8,6.9,11,7.2,14,0.12691287404194282,0.17551780452609114,0.723,0.16201643494716106,0.3456350612206102,0.469,0.044104473957838286,0.1233125088208948,0.358,1.1,2,37.4,So,3.73661,121.301,2.4,2012,18910,100,0.58108249,0.05940602614729239,0.08100821747358053,0.10171031749460666,0.2637267524417677,0.7333,0.3857,0.0306031043789082,0.0306031043789082,1,94.6442,90.076,0.003301408894918301,212.697,5.538,4.02998,1.50802,6.00117,29.2368,4.32657,1.6746,1.9474,3.2632,5.2105,1.1316,1.0789,0.3421,17.0526,Wing F,80
Will Barton,Memphis,CUSA,35,87.3,116.3,25.4,55,58.75,7.6,18.5,17.3,14.2,0.10841419562532538,0.14482194788756153,0.749,0.15614880414692386,0.2791261006771437,0.559,0.029935262971171935,0.0865695442679837,0.346,2.1,2.4,39.6,So,5.44022,129.22,2.4,2012,19014,97.6,1.34663307,0.10760513446394236,0.15210349834000875,0.048543669682981516,0.12702260233713497,0.7074,0.3822,0.03317150761670404,0.03640775226223614,0.9111,91.0706,88.4891,0.0037137120899222937,254.624,9.36629,6.08935,3.27694,9.02343,35.3143,6.72944,2.29398,2,5.9714,7.9714,2.8857,1.4286,0.7143,18.0286,Wing F,78
Andre Drummond,Connecticut,BE,34,70.3,100.7,20.8,53.8,50.93,14.2,15.5,3.4,16,0.02688725800433671,0.09100302709160117,0.295,0.16235767333387938,0.2998963392791402,0.541,0,0.0020682506157182084,0,9.9,1.8,30.1,Fr,2.16691,106.547,3.1,2012,20311,83.4,0.28847914,0.13443629002168356,0.1913131819539343,0.027921383312195815,0.10858315732520595,0.7027,0.2571,0.08273002462872833,0.09203715239946028,0.8989,95.5401,90.5331,0.0036154054888062146,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10,C,82
Arnett Moultrie,Mississippi St.,SEC,30,79.5,114.9,23.6,56.1,60.96,12.2,21.7,7,17.5,0.11556373200024977,0.1481825273229009,0.78,0.1602980798713142,0.2889093300006244,0.555,0.007455724645177404,0.01677538045164916,0.444,2.1,1.4,48.5,Jr,4.98252,125.498,2.5,2012,21025,NA,0.47947232,0.11276783525830825,0.1528423552261368,0.04753024461300595,0.13606697477448762,0.7378,0.3493,0.05778186600012489,0.061509728322713585,0.9394,99.1674,95.7605,0.0034517302406987505,205.304,3.99757,3.29297,0.704601,4.57727,35.7667,4.39764,0.179634,3.6667,6.8,10.4667,1.1667,0.8333,0.7667,16.4,PF/C,83
Robbie Hummel,Purdue,B10,35,80.6,117.5,24.8,49.5,54.05,5.5,21.7,12.6,7.1,0.10017721615495022,0.12145379303741752,0.825,0.10815593248587546,0.24556715818514346,0.44,0.06382973064740191,0.16666651891266054,0.383,4.2,1.3,29.5,Sr,5.09215,129.882,2.6,2012,21042,88.4,2.06245208,0.015070908625081007,0.023936148992775717,0.09308502386079445,0.22163100919236775,0.6296,0.42,0,0,NA,99.9434,94.0057,0.0032065663062355444,212.965,7.60093,5.92469,1.67624,8.82257,32.2286,7.74869,1.07387,1.5714,5.6,7.1714,1.8857,0.6571,1.2,16.3714,Stretch 4,80
Moe Harkless,St. John's,BE,32,89.9,100,24.3,47.2,50.4,8.4,18.2,9.6,16.8,0.08138516864392221,0.12034615363303393,0.676,0.152380741290748,0.30129828391579716,0.506,0.014718594329219976,0.06839817364755166,0.215,4.2,2.6,32.6,Fr,3.19678,109.972,2.6,2012,21044,92.8,0.58751998,0.10995655763593747,0.1696967346192421,0.04242418365481052,0.13160154929655507,0.648,0.3224,0.03722938565626229,0.03982678465553641,0.9348,100.442,95.7858,0.0033012508380940767,244.075,3.29851,1.28587,2.01264,3.58912,36.0938,2.88826,0.700859,2.75,5.875,8.625,1.4688,1.5938,1.4062,15.5312,Wing F,80
Tony Wroten,Washington,P12,35,75.3,95.7,32.1,45.3,48.83,8,9.8,24.5,21.8,0.14500921138058656,0.24858721950957693,0.583,0.17796585033071985,0.36817273798577493,0.483,0.00847456430146285,0.05273062232021329,0.161,1.2,3.5,59.1,Fr,2.94965,112.563,3.5,2012,21082,96.4,0.98485972,0.12617684626622466,0.21845543532659792,0.0517890040644952,0.14971730265917702,0.5776,0.3459,0.016007510347207606,0.018832365114361888,0.85,97.047,93.6772,0.003216163065683052,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,Scoring PG,77
Austin Rivers,Duke,ACC,34,82.4,104.8,24,50.5,53.84,2.2,9.2,13,17,0.1071744337425507,0.16297599841842422,0.658,0.1027457381333544,0.21523460660694066,0.477,0.0513728690666772,0.14083252037244265,0.365,0.1,1.7,45.8,Fr,3.59641,115.79,2.7,2012,21892,99.8,0.89873044,0.07263060799081948,0.12488921617933595,0.030115130142534908,0.09034539042760473,0.5816,0.3333,0.002657217365517786,0.002657217365517786,1,102.8,97.2284,0.002950290726151961,176.149,2.9406,2.9932,-0.0526018,3.075,33.2059,2.7958,0.279199,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5,Combo G,76
Bradley Beal,Florida,SEC,37,84.7,112.3,22.4,52.5,57.45,4.8,18.1,12.7,17,0.10497250825257554,0.13654318742628246,0.769,0.0883979016863794,0.16337826472393335,0.541,0.04972381969858841,0.14680365815773722,0.339,2.6,2.5,44,Fr,4.50413,122.639,2.4,2012,22042,99.4,1.05063003,0.07024476116149792,0.10812957616994623,0.018153140524881484,0.055248688553987124,0.6496,0.3286,0.014206805628168118,0.015785339586853464,0.9,95.4954,92.1814,0.003172182380025105,257.355,8.02626,5.01541,3.01084,7.56367,34.2432,5.27745,2.28623,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568,Wing G,75
Royce White,Iowa St.,B12,34,78.8,100.3,29.1,54,53.6,9.4,24.6,34.5,24.7,0.09514928923480943,0.1912314146385876,0.498,0.1595149848936511,0.29477622939411546,0.541,0.0037313446758748797,0.011194034027624639,0.333,3,2.2,62.5,So,3.45484,115.927,3.3,2012,22331,95,1.30770239,0.12033586579696487,0.1641791657384947,0.039179119096686234,0.1305970636556208,0.733,0.3,0.042910463772561115,0.043843299941529836,0.9787,94.0933,89.68,0.0037423521426687106,241.839,8.20572,2.66936,5.53635,7.36439,31.5294,3.78105,3.58334,2.5,6.7941,9.2941,5,1.1765,0.9412,13.4118,Wing F,80
Michael Kidd-Gilchrist,Kentucky,SEC,40,77.8,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,0.11485943775100402,0.15421686746987953,0.745,0.1180722891566265,0.22088353413654618,0.535,0.010441767068273093,0.04096385542168675,0.255,2.8,1.9,58.9,Fr,3.81007,119.626,3.1,2012,22362,99.6,0.86206898,0.08032128514056225,0.11485943775100402,0.03775100401606426,0.10602409638554217,0.6993,0.3561,0.027309236947791166,0.02891566265060241,0.9444,90.971,86.5498,0.003452546184738956,242.953,8.18856,5.00434,3.18423,6.73574,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,Wing F,79
Anthony Davis,Kentucky,SEC,40,80.1,133.8,19.1,62.8,65.41,11.6,23.9,7.5,10,0.11241217798594848,0.15846994535519127,0.709,0.16159250585480095,0.24746291959406713,0.653,0.00234192037470726,0.0156128024980484,0.15,13.7,2.5,60.2,Fr,6.07485,139.015,2.4,2012,22364,100,1.21951222,0.11865729898516784,0.1358313817330211,0.0429352068696331,0.11163153786104606,0.8736,0.3846,0.07494145199063232,0.07650273224043716,0.9796,79.63,75.7599,0.004388571428571428,360.572,17.668,7.54963,10.1184,16.6573,32.025,9.09614,7.56117,2.975,7.4,10.375,1.25,1.35,4.65,14.175,C,82
Marquis Teague,Kentucky,SEC,40,81.4,99.8,21,44.9,49.08,1.6,6.7,25.5,23.8,0.06523407521105141,0.09132770529547199,0.714,0.09132770529547199,0.20874904067536454,0.438,0.019953952417498082,0.06139677666922486,0.325,0.8,1.7,33.8,Fr,2.48876,106.366,2.8,2012,22365,99,1.75229367,0.06600153491941672,0.11895625479662318,0.02532617037605526,0.08979278587874137,0.5548,0.2821,0.005372217958557176,0.005372217958557176,1,97.6421,92.8966,0.002901964696853415,188.101,2.43779,2.24767,0.190118,1.21593,32.575,0.654154,0.561773,0.425,2.1,2.525,4.775,0.925,0.275,10.025,Scoring PG,74
Quincy Miller,Baylor,B12,36,59.3,107.8,23.3,48.9,54.44,7.6,16,11.3,18.6,0.10454564462844478,0.12727295867810667,0.821,0.12840932438058977,0.2704550371909767,0.475,0.027272776859594287,0.07613650206636739,0.358,2.7,1.6,36.7,Fr,2.78875,117.34,3.1,2012,22556,99.2,0.76560917,0.05909101652912096,0.09318198760361382,0.06931830785146882,0.17727304958736287,0.6341,0.391,0.015909119834763334,0.01704548553724643,0.9333,98.0693,92.523,0.0032491422711677653,160.106,4.1978,2.62319,1.57461,4.36121,24.4444,3.17127,1.18994,1.5,3.4167,4.9167,1.3611,0.6389,0.6111,10.8333,PF/C,81
DeAndre Daniels,Connecticut,BE,31,27.3,93,16.9,40.7,45.69,6.4,12.5,7.4,21.4,0.0531916308288054,0.06648953853600675,0.8,0.05053204928736513,0.10904284319905107,0.463,0.03191497849728324,0.1329790770720135,0.24,5,1.8,27.5,Fr,0.35506,92.8529,3.3,2012,25301,96.6,0.68183742,0.04255330466304432,0.07446828316032757,0.00797874462432081,0.03457456003872351,0.5714,0.2308,0.00797874462432081,0.00797874462432081,1,99.5429,94.8852,0.003493706100282182,67.029,2.20738,-0.284526,2.4919,1.23401,12.129,-0.650927,1.88494,0.6452,1.4516,2.0968,0.4839,0.3548,0.5806,3.0323,Stretch 4,80
Jeff Withey,Kansas,B12,37,76,113.7,21,58.3,62.07,8.8,20.9,6.2,17.8,0.1197553180321002,0.16783227052673896,0.714,0.1608392592547915,0.277098071650918,0.58,8.741264089934321e-4,8.741264089934321e-4,1,13.7,1.4,60.4,Sr,3.75176,119.463,2.7,2013,10238,94.6,0.4794222,0.12150357085008706,0.1765735346166733,0.039335688404704444,0.10052453703424469,0.6881,0.3913,0.043706320449671605,0.047202826085645334,0.9259,83.0455,78.5563,0.00436667225233442,289.791,11.1432,1.73544,9.40775,10.4486,30.9189,4.19522,6.25337,2.1351,6.3784,8.5135,0.9459,0.7568,3.9459,13.7297,PF/C,84
Solomon Hill,Arizona,P12,35,82.1,113.7,21.4,54.1,57.94,6.6,12.8,16.8,18.7,0.08232242835565715,0.10745243280106828,0.766,0.08752173962022497,0.17244382360816604,0.508,0.049393457013394294,0.12651657410448364,0.39,1.8,2.1,35.9,Sr,4.28294,121.472,2.6,2013,11698,91.8,1.23377266,0.04592724950368241,0.07105725394909354,0.04159449011654256,0.10138656965907249,0.6463,0.4103,0.01039862252913564,0.012131726283991581,0.8571,95.9089,91.6638,0.003382576588021307,209.657,8.28038,5.49305,2.78733,7.56824,32.9714,5.44116,2.12707,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714,Wing G,79
Kelly Olynyk,Gonzaga,WCC,31,60.3,123.5,30.4,64.4,67.83,11.8,20.1,15.1,18.4,0.1597561754908173,0.20487814872104815,0.78,0.24512207079125406,0.37073188816189667,0.661,0.010975615110056151,0.03536587091018093,0.31,5.1,1.6,50.5,Jr,5.57364,144.627,3.5,2013,11882,NA,0.6933124,0.18536594408094834,0.2585367114813227,0.05853661392029948,0.11097566389056775,0.717,0.5275,0.030487819750155975,0.03414635812017469,0.8929,89.4414,86.1418,0.004450782658918371,173.399,11.7494,7.28581,4.46361,13.6199,26.4516,10.4448,3.17511,2.4194,4.8387,7.2581,1.6774,0.6774,1.129,18.0645,PF/C,84
Nate Wolters,South Dakota St.,Sum,31,91.8,122.7,30.8,54.5,60.31,3.6,14.1,35.1,12.8,0.15255646496159392,0.1852471360247926,0.824,0.13998312993728673,0.2632018131754972,0.532,0.05196978476713639,0.13663024059747148,0.38,0.4,2.9,46.3,Sr,6.90102,136.415,1.6,2013,12007,NA,2.39997521,0.08046934415556602,0.12321868323821046,0.0595137857817207,0.13998312993728673,0.6531,0.4251,0,0,NA,100.908,102.126,0.002619360974497169,220.48,8.87537,8.85589,0.0194864,9.58873,38.4839,8.3831,1.20563,1.0645,4.4516,5.5161,5.8065,1.7742,0.129,22.6452,Scoring PG,75
Mason Plumlee,Duke,ACC,36,86.7,113.1,25.1,59.9,62.8,9.8,23.3,11.5,19.2,0.13862166158173567,0.20352544532809747,0.681,0.17708316306106117,0.29567279262231483,0.599,0,0,0,4,1.7,68.8,Sr,5.15183,126.731,2.9,2013,12278,94.8,0.67959875,0.13541653645845855,0.18269213202679613,0.041666626602602626,0.11298066059551866,0.7412,0.3688,0.06650634630800036,0.07371787783537388,0.9022,90.9172,84.9855,0.003944066720448666,282.551,8.66358,3.98273,4.68084,8.41895,34.6667,5.39624,3.0227,2.75,7.2222,9.9722,1.9444,1,1.4444,17.0833,C,82
Peyton Siva,Louisville,BE,40,76.7,105,21.1,45.9,51.34,1.1,7.6,34.3,24,0.0681635926222935,0.07858861267040898,0.867,0.0809943865276664,0.17000801924619086,0.476,0.030473135525260625,0.10585404971932638,0.288,0.6,4.3,28.5,Sr,3.12814,113.272,3.3,2013,13289,93.4,2.15094325,0.060144346431435444,0.10024057738572574,0.020850040096230954,0.06896551724137931,0.6,0.3023,0.0056134723336006415,0.006415396952686447,0.875,87.954,83.2111,0.003646607858861267,239.991,6.18906,3.46654,2.72252,6.25131,31.175,2.20725,4.04406,0.3,2.05,2.35,5.7,2.25,0.15,10.025,Pure PG,72
Erik Murphy,Florida,SEC,36,64.3,123.1,21.3,62.9,64.29,7.8,17.4,11,15.9,0.042016877339289646,0.05357151860759429,0.784,0.09663881788036618,0.16701708742367632,0.579,0.07563037921072135,0.16701708742367632,0.453,3.1,1.5,16,Sr,4.32506,131.037,4.2,2013,13540,89.2,0.98037696,0.060924472141969985,0.08718502047902602,0.0357143457383962,0.07983206694465032,0.6988,0.4474,0.0042016877339289644,0.0042016877339289644,1,85.8213,82.5922,0.004174765419773814,184.686,10.1709,6.12733,4.0436,10.5449,26.4444,6.84633,3.69861,1.6111,3.9167,5.5278,1.3889,0.6389,0.6944,12.2222,PF/C,82
Erick Green,Virginia Tech,ACC,32,89.7,120,31.6,53,59.17,1.4,10.6,27,11,0.18696397941680962,0.22898799313893653,0.816,0.17152658662092624,0.33704974271012006,0.509,0.05231560891938251,0.1346483704974271,0.389,0.6,2.1,48.5,Sr,7.40918,143.419,1.5,2013,13728,46.4,1.75364069,0.0711835334476844,0.1072041166380789,0.10034305317324185,0.22898799313893653,0.664,0.4382,0.008576329331046312,0.008576329331046312,1,109.241,104.882,0.002244493996569468,193.736,7.54065,9.21689,-1.67624,11.2115,36.4375,10.3101,0.901355,0.4688,3.5,3.9688,3.7812,1.3125,0.1875,25.0312,Scoring PG,76
Alex Oriakhi,Missouri,SEC,34,64.1,126.5,19,63.9,67.38,14.1,21.5,2.6,16.5,0.12072906688959782,0.16173139149361218,0.746,0.1571755776487217,0.24601394762408613,0.639,0,0,0,6.4,1.3,65.7,Sr,4.02882,129.195,3.6,2013,14117,96.2,0.25528066,0.13895232226915977,0.2061505764812944,0.018223255379561935,0.03872441768156911,0.674,0.4706,0.05353081267746319,0.05694767306113105,0.94,92.6318,89.5615,0.0036819859703712647,197.703,6.92037,3.97423,2.94614,7.58866,25.8235,5.39417,2.19449,3.1176,5.2941,8.4118,0.3529,0.5882,1.5882,11.2353,C,81
Ryan Kelly,Duke,ACC,23,46.1,121.1,20.8,53.5,58.64,6.9,14.3,11,9.7,0.10391553745115971,0.12801189396157356,0.812,0.09186735919595279,0.19427687436521163,0.473,0.05271077986653029,0.12499984939777183,0.422,5.4,1.4,40.1,Sr,4.53064,129.13,3.3,2013,14133,97,1.65219998,0.03313249020181904,0.06024089127603462,0.05873486899413375,0.13252996080727616,0.55,0.4432,0.0030120445638017307,0.0030120445638017307,1,94.8199,88.6349,0.00562273418947688,129.644,10.0914,6.13751,3.95393,9.95268,28.8696,6.64774,3.30494,1.6087,3.6957,5.3043,1.6522,0.6957,1.6087,12.8696,Stretch 4,83
Isaiah Canaan,Murray St.,OVC,29,91.2,112.4,30.7,52.4,57.63,1.7,9.1,27.7,17.3,0.13847601660448255,0.16821583225108283,0.823,0.1059480932410135,0.2165430326768083,0.489,0.08457260074501954,0.22769546354428338,0.371,0.4,2.6,37.9,Sr,5.17278,124.774,2.1,2013,14625,NA,1.29169554,0.0473978311867692,0.08736070846188833,0.0585502620542443,0.12918232421491996,0.5426,0.4532,0.0027881077168687763,0.004646846194781294,0.6,101.604,101.912,0.00282202969409068,182.92,3.55847,5.21358,-1.65511,5.66985,37.1034,5.91546,-0.245615,0.5172,2.931,3.4483,4.2759,1.5862,0.1379,22.4138,Scoring PG,73
Mike Muscala,Bucknell,Pat,33,80.2,116.8,31.7,51,57.21,12,29,18.6,10.9,0.16525028288487714,0.20963178743110128,0.788,0.20585463810801838,0.3994335409160173,0.515,0.003777149323082906,0.015108597292331624,0.25,7.7,1,50.6,Sr,5.47971,133.113,2.7,2013,14685,9.2,1.35083659,0.11898020367711154,0.18035888017720877,0.08687443443090684,0.21907466073880855,0.6597,0.3966,0.030217194584663248,0.03399434390774615,0.8889,83.836,83.7836,0.004429000310387246,257.626,10.9448,4.83395,6.11084,12.513,32.0909,8.51832,3.9947,2.9697,8.3333,11.303,2.3333,0.5152,2.3333,18.8788,C,83
Tim Hardaway Jr.,Michigan,B10,37,84.2,104.9,22.3,50.4,52.71,0.8,14.5,12.9,15,0.05645792419061959,0.08120660328787749,0.695,0.09667452772366368,0.20108301766522044,0.481,0.05259094308167304,0.1469452821399688,0.358,1.4,1.2,23.3,Jr,3.76564,115.272,2.2,2013,14888,68,1.30430586,0.04872396197272649,0.0657386788520913,0.04795056575093718,0.13534433881312916,0.7412,0.3543,0.015467924435786188,0.017014716879364806,0.9091,99.6,93.4428,0.003013770397068581,214.122,4.53743,3.20031,1.33712,4.30914,34.9459,3.15549,1.15365,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432,Wing G,78
Reggie Bullock,North Carolina,ACC,34,76.5,126.5,18.2,59.8,61.7,6.6,15.8,16.2,12.3,0.05209310078973141,0.06790707781518558,0.767,0.07441871541390202,0.13860485745839252,0.537,0.0790698851272709,0.1841863206494075,0.429,0.9,2.2,21,Jr,4.94588,129.15,1.9,2013,16384,97.2,2.20929859,0.031627954050908354,0.04651169713368876,0.04279076136299366,0.09116292638202997,0.68,0.4694,0,0,NA,96.5996,92.1141,0.003435902788320429,214.266,10.8455,7.95074,2.8947600000000002,10.4947,31.6176,8.0144,2.48029,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529,Wing G,79
Jamaal Franklin,San Diego St.,MWC,32,82.6,101.4,29.8,45.6,53.41,5.6,26.3,21.7,20.7,0.16290018832391714,0.2062146892655367,0.79,0.1111111111111111,0.23258003766478344,0.478,0.038606403013182675,0.1384180790960452,0.279,2.3,3,55.6,Jr,3.94297,118.276,3.2,2013,16788,NA,0.96330221,0.05649717514124294,0.09227871939736347,0.054613935969868174,0.14030131826741996,0.6122,0.3893,0.015065913370998116,0.015065913370998116,1,85.7859,82.2666,0.004713502824858757,256.866,8.17522,3.08264,5.09257,8.01001,33.1875,4.03909,3.97092,1.5938,7.7812,9.375,3.2812,1.625,0.7188,16.625,Wing F,77
Andre Roberson,Colorado,P12,31,77.3,99.8,20.4,51.5,52.4,10.6,27.1,9.4,21.2,0.0521234816864147,0.0945944667642341,0.551,0.10907321167712707,0.20945917640651834,0.521,0.0183397435563311,0.05598448032985283,0.328,4.4,3.9,35.6,Jr,2.43566,105.246,3,2013,17361,69.6,0.5946127,0.08494197015563877,0.13996120082463206,0.01930499321719063,0.06081072863415049,0.6069,0.3175,0.016409244234612038,0.01930499321719063,0.85,83.7071,79.4846,0.00511346799338302,283.374,8.97574,1.61601,7.35973,7.55752,33.4194,2.92706,4.63046,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871,PF/C,79
Ray McCallum,Detroit,Horz,31,93.2,116.4,24.4,52.4,56.57,4,13.3,23.5,12.8,0.11937723491701077,0.1669551183984281,0.715,0.13667828345570798,0.2508652038111096,0.545,0.03373704465045956,0.10640144851298786,0.317,1.7,3,46.7,Jr,5.39079,125.565,2.2,2013,17384,95,2.19042468,0.105536396086053,0.15916964655601437,0.030276834942720123,0.08996545240122551,0.663,0.3365,0.019896205819501796,0.019896205819501796,1,101.748,101.013,0.002786169507196069,222.896,6.27909,5.70333,0.575761,7.06943,37.2903,6.07031,0.999121,1.3226,3.8387,5.1613,4.4516,1.9677,0.5806,18.4194,Combo G,73
C.J. McCollum,Lehigh,Pat,12,31,115.7,35,58,62.75,4,14.5,25.1,14.7,0.16666666666666666,0.19623655913978494,0.849,0.1693548387096774,0.34946236559139787,0.485,0.08870967741935484,0.17204301075268819,0.516,1.2,2.7,37.6,Sr,5.69178,136.816,2.3,2013,17390,9.8,1.09374883,0.0913978494623656,0.1693548387096774,0.07795698924731183,0.18010752688172044,0.5397,0.4328,0.008064516129032258,0.008064516129032258,1,97.4339,96.5057,0.008500967741935483,72.2165,6.97876,7.26103,-0.28227,9.31489,31,9.03588,0.279008,1,4,5,2.9167,1.4167,0.3333,23.9167,Combo G,75
Lorenzo Brown,North Carolina St.,ACC,33,80.4,103.5,24.7,44.9,50.94,2.4,11.4,36.7,23.6,0.09565993530731154,0.12400361984281125,0.771,0.10628881700812393,0.22852095656746643,0.465,0.01771480283468732,0.06731625077181182,0.263,1.6,3.4,41.9,Jr,3.53875,113.825,2.3,2013,17642,NA,2.09651187,0.07174495148048365,0.11780343885067068,0.03454386552764028,0.11071751771679575,0.609,0.312,0.010628881700812392,0.010628881700812392,1,100.419,96.2932,0.0031018442615509153,219.878,4.99859,3.359,1.63958,4.68851,34.2121,3.14485,1.54366,0.6667,3.6667,4.3333,7.2424,1.9697,0.5758,12.3636,Pure PG,77
