player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,year,pid,Rec,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,ht
Marcus Thornton,William & Mary,CAA,31,93.2,111.7,27.2,55.6,59.66,1,7.5,17.9,14.5,0.10293245774468651,0.1249265726473973,0.824,0.09765387016803592,0.18563032977887908,0.526,0.08269787203419258,0.21290303225824048,0.388,0.4,1.1,31.3,Sr,4.73948,122.04,1.2,2015,19793,19.2,1.23378896,0.05806446334315649,0.08709669501473474,0.03958940682487943,0.09853363476414435,0.6667,0.4018,0.006158352172759022,0.007038116768867454,0.875,110.674,111.551,0.0018040012925501444,149.321,-0.602706,4.08968,-4.69238,1.29843,36.6667,4.77995,-3.48152,0.2727,2.5152,2.7879,2.8788,0.6364,0.1212,19.9697,Combo G,76
Pat Connaughton,Notre Dame,ACC,38,87.4,120.4,16.7,59.7,61.46,4.2,20.4,7.6,12.2,0.03700965537497147,0.04737235887996348,0.781,0.05403409684745834,0.1006662626199224,0.537,0.06883795899744694,0.16284248364987447,0.423,2.7,1.3,18,Sr,4.26054,120.506,2.2,2015,19805,80.8,1.29544868,0.0377498484824709,0.06735757278244807,0.016284248364987448,0.03330868983747432,0.5604,0.4889,0.008142124182493724,0.009622510397492581,0.8462,100.175,95.063,0.0029207353848130736,241.158,7.38353,5.662,1.72153,6.90135,35.5526,5.87704,1.02432,1.0789,6.3421,7.4211,1.5,0.7105,0.9474,12.5,Stretch 4,77
Larry Nance Jr.,Wyoming,MWC,29,77.3,106.3,27.9,52.7,57.66,6.2,20.5,19.7,15.9,0.11163881031360824,0.14226538659433263,0.785,0.1600485599186242,0.30231394651295684,0.529,0.013831357030004562,0.04050611701644193,0.341,4.3,2.3,41.5,Sr,3.96967,118.033,2.6,2015,20039,NA,1.08569153,0.09187972884217316,0.11657858068146702,0.06816883107645105,0.18573536583148983,0.7881,0.367,0.0454458873843007,0.04939770367858772,0.92,91.6832,91.8035,0.004278601863202347,203.468,5.38939,1.53945,3.84994,6.40162,34.9032,3.6465,2.75512,1.4194,5.8065,7.2258,2.4516,1.1935,1.1935,16.0645,Wing F,80
Josh Richardson,Tennessee,SEC,32,90.4,110.7,25.3,51.9,56.02,2.9,13.2,24.4,18.9,0.08519793459552495,0.10671256454388985,0.798,0.11876075731497418,0.2332185886402754,0.509,0.039586919104991396,0.11015490533562823,0.359,2,3.8,31.1,Sr,4.88145,124.294,2.7,2015,20063,51,1.35298553,0.04216867469879518,0.06110154905335628,0.076592082616179,0.1721170395869191,0.6901,0.445,0.0068846815834767644,0.0068846815834767644,1,101.953,97.3721,0.0032437607573149742,210.401,5.88059,4.44294,1.43766,7.4839,36.3125,5.35188,2.13202,0.875,3.5938,4.4688,3.5938,2.0938,0.5,16.0312,Combo G,78
Joseph Young,Oregon,P12,35,91.1,113.1,27.6,52.4,56.89,1.7,11.4,21,14.3,0.09647725743166648,0.10347963901944872,0.932,0.12759895337736535,0.2520857371601608,0.506,0.07080185827646492,0.1945105996606179,0.364,0.1,1.8,23.2,Sr,5.53925,129.197,1.6,2015,20453,78.8,1.54019948,0.059131222296827844,0.09258704543845411,0.0684677310805375,0.16027673412034915,0.6387,0.4272,0.014004763175564488,0.014782805574206961,0.9474,105.879,100.504,0.0026470480682374304,206.835,5.1258,5.99927,-0.87347,6.1663,36.7222,6.45888,-0.292582,0.5278,3.9167,4.4444,3.7222,1.1389,0.0278,20.6944,Combo G,74
Cady Lalanne,Massachusetts,A10,32,72,101.5,21.6,55.8,58.19,13.5,23.4,2.4,23.1,0.09795495880294304,0.15392922097605335,0.636,0.1453177960263441,0.24973132354156907,0.582,0.0032292843561409794,0.019375706136845878,0.167,6.5,1.2,57.2,Sr,2.19988,107.411,3.7,2015,20635,64.2,0.125,0.1280949461269255,0.1905277770123178,0.01722284989941856,0.05920354652925129,0.6723,0.2909,0.019375706136845878,0.020452134255559536,0.9474,97.8142,95.4653,0.0034363675976191136,200.087,1.05226,-0.665003,1.71726,1.95547,29.0312,1.43054,0.524922,3.4375,6.0625,9.5,0.3125,0.5938,1.9062,11.5625,C,81
Darrun Hilliard,Villanova,BE,35,69.4,117.2,23.1,54.3,57.6,2,10.7,15.9,11.1,0.08143007093353617,0.10228411348968569,0.796,0.09036751774331454,0.1807350354866291,0.5,0.0784509219969434,0.20258212768830952,0.387,1.3,3.8,26.7,Sr,4.21568,127.93,3.1,2015,21234,45.4,1.76191661,0.053624680858670164,0.08838141845225268,0.03674283688464437,0.0923536170343764,0.6067,0.3978,0.011916595746371147,0.012909645391902078,0.9231,91.7311,87.3203,0.0039456940870844955,196.816,9.25433,6.50237,2.75196,9.43088,28.7714,5.68323,3.74764,0.4571,2.6571,3.1143,2.1143,1.8,0.3429,14.3143,Combo G,78
Frank Kaminsky,Wisconsin,B10,39,81.4,126.2,28.1,59,62.78,6,25.7,18.4,11.5,0.11899308055236588,0.15255523147739214,0.78,0.17162463541206616,0.2951943729087538,0.581,0.03203659861025235,0.07704039189608303,0.416,4.5,1.7,41,Sr,7.35994,148.904,2,2015,21292,51.8,1.63488926,0.10450033356201362,0.13729970832965294,0.06712430185005254,0.15789466457910087,0.7611,0.4251,0.023646060878995782,0.025934389351156665,0.9118,91.4999,85.5147,0.0037032172220211033,266.979,13.7607,8.70054,5.06011,15.3813,33.6154,10.9093,4.47203,1.4872,6.7179,8.2051,2.641,0.8462,1.4615,18.7692,PF/C,84
Norman Powell,UCLA,P12,36,85.7,104.9,24,49.7,53.99,1.9,13.3,12.8,15.8,0.10217209836067684,0.13596129624373532,0.751,0.14078832451274367,0.27996763960248455,0.503,0.030571179037052913,0.0957360606686657,0.319,1.5,3.2,36.2,Sr,3.70038,116.502,2.9,2015,22006,89.6,0.93749446,0.1061946219181838,0.17457752239580215,0.03459370259455988,0.10539011720668241,0.6083,0.3282,0.027353160191047343,0.030571179037052913,0.8947,98.9771,94.5606,0.003143771106181106,244.879,5.02166,2.84666,2.17499,5.46561,34.5278,2.76967,2.69594,0.5833,4.1111,4.6944,2.0833,1.8333,0.4444,16.4167,Wing G,76
Sir'Dominic Pointer,St. John's,BE,32,86.5,111.1,21.9,53.1,56.99,6.2,17.5,18.3,15.8,0.09022300239054867,0.12450774329895715,0.725,0.15247687404002724,0.2697667771477405,0.565,0.0018044600478109734,0.02255575059763717,0.08,7.6,3.2,42.6,Sr,4.15066,119.959,3.4,2015,22208,93.4,1.48485005,0.09744084258179256,0.1290188934184846,0.055036031458234685,0.13984565370535043,0.7552,0.3935,0.03157805083669203,0.03248028086059752,0.9722,92.9027,87.4601,0.0043285658295896794,262.406,10.5125,3.74931,6.7632,9.4083,34.6364,4.46117,4.94713,1.9394,5.7273,7.6667,2.9697,1.9091,2.4242,13.697,PF/C,78
Aaron White,Iowa,B10,34,78.1,128.1,23,55.3,63.26,7.7,18.5,10.2,10.3,0.18224292252601024,0.2224298233907202,0.819,0.14018686348154635,0.25140177517690643,0.558,0.019626160887416488,0.055140166302741565,0.356,1.7,2.6,72.6,Sr,5.86665,139.52,2,2015,22631,66.4,1.17074391,0.11214949078523707,0.15420554982970097,0.028971951786186244,0.09719622534720547,0.7273,0.2981,0.05794390357237249,0.06542053629138829,0.8857,93.0969,88.114,0.003980484493276825,218.074,10.4434,7.34678,3.09665,11.6205,31.4706,8.41527,3.20525,2.0882,5.2059,7.2941,1.4118,1.3235,0.4706,16.4118,Wing F,81
Rakeem Christmas,Syracuse,ACC,31,85.1,110.1,25.5,55.3,59.21,10.1,19.3,10.5,17.3,0.12781947679352812,0.1795111769673814,0.712,0.1907893660962221,0.3439847684296418,0.555,0,9.398490940700597e-4,0,8.4,1.6,52,Sr,4.47593,123.287,3.9,2015,23200,95.6,0.60255955,0.1306390240757383,0.1748119314970311,0.06015034202048382,0.17105253512075086,0.7473,0.3516,0.04323305832722275,0.046052605609432924,0.9388,91.8354,86.7877,0.004509884674877063,226.749,7.72836,1.95364,5.77471,7.41479,34.3226,4.01402,3.40077,3.0968,5.9032,9,1.5161,0.9355,2.4839,17.4839,C,81
Branden Dawson,Michigan St.,B10,35,65.7,104.3,23.4,53.5,53.29,11.9,23.5,12.2,17.1,0.048341163495976065,0.09857805889375512,0.49,0.17251160306407146,0.32227442330650713,0.535,0,0,0,6.3,2.5,30.6,Sr,3.12449,116.128,2.7,2015,23692,97,0.88058303,0.11658751196088346,0.1554500159478446,0.055924091103188,0.16682440735866252,0.75,0.3352,0.04170610183966563,0.044549699692370104,0.9362,90.3602,84.0202,0.004181567514358984,242.321,8.87752,2.39359,6.48393,7.6927,30.1429,4.04179,3.65091,2.9143,6.1714,9.0857,1.6857,1.2,1.6571,11.8571,PF/C,78
Jerian Grant,Notre Dame,ACC,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,0.12073873926597098,0.1548296774116569,0.78,0.109375093217409,0.1910512991914482,0.572,0.03551139390175617,0.1122160047295495,0.316,1.4,2.8,51.1,Sr,6.60476,137.617,2.1,2015,23810,78,3.07317281,0.0759943829497582,0.10085235868098752,0.0333807102676508,0.09019894051046068,0.7535,0.3701,0.007102278780351234,0.007812506658386358,0.9091,102.954,97.7003,0.0026848460382210555,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.94126,1.42891,0.3421,2.6842,3.0263,6.6316,1.6579,0.5,16.5263,Pure PG,77
Willie Cauley-Stein,Kentucky,SEC,39,64.3,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,0.07806329510306974,0.12648230092649274,0.617,0.1333993017584103,0.233201742333221,0.572,0,0,0,7.1,2.9,54.2,Jr,2.9961,118.997,3.1,2015,24136,91.6,0.79168017,0.1047431554547518,0.13932815961433967,0.029644289279646737,0.09486172569486956,0.7518,0.3125,0.0681818653431875,0.07312258022312862,0.9324,79.0904,74.9298,0.0046242719733106535,235.411,12.7451,4.42742,8.31771,11.331,25.9487,5.07159,6.25944,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,C,84
J.P. Tokoto,North Carolina,ACC,38,71.6,101.4,19.6,45,48.38,6.5,14.4,24.3,22.8,0.0656934426447888,0.1067518442977818,0.615,0.09489052826469493,0.21806573322367392,0.435,0.0109489071074648,0.029197085619906134,0.375,1.3,3,43.2,Jr,2.27872,108.321,3.3,2015,24418,87.2,1.91769507,0.050182490909213666,0.06934307834727707,0.04470803735548127,0.14872265487639688,0.7237,0.3006,0.0246350409917958,0.0246350409917958,1,96.9102,89.549,0.003434042597453029,224.697,7.95804,3.65484,4.30321,6.42761,28.8421,2.55499,3.87262,1.6053,4,5.6053,4.2895,1.4737,0.3421,8.3158,Wing G,77
Sam Dekker,Wisconsin,B10,40,77,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,0.0645682001614205,0.09120258272800645,0.708,0.13155770782889428,0.20581113801452786,0.639,0.04035512510088781,0.12187247780468119,0.331,1.5,1.1,27.8,Jr,5.65648,138.358,1.4,2015,25362,97.8,1.36111117,0.10815173527037934,0.14366424535916061,0.023405972558514933,0.06295399515738499,0.7528,0.3718,0.022598870056497175,0.025020177562550445,0.9032,98.6443,92.4654,0.0030119774011299434,191.916,9.19569,8.08795,1.10774,9.45451,30.975,8.23919,1.21532,1.925,3.575,5.5,1.225,0.525,0.45,13.9,Wing F,81
Tyler Harvey,Eastern Washington,BSky,29,84.1,122.6,26.2,57.6,62.46,2.1,9.2,13.2,12.2,0.13349670342493727,0.15590174455919248,0.856,0.08401890425345702,0.16243654822335024,0.517,0.10642394538771223,0.2604586031857168,0.409,0.3,1.7,36.9,Jr,5.50996,128.21,2.1,2015,25418,NA,1.28125,0.04947779917148025,0.08588599101464496,0.034541105081976775,0.0765505572087053,0.5761,0.4512,9.335433805939669e-4,9.335433805939669e-4,1,111.75,111.595,0.0018994807164945445,160.198,1.94267,5.96747,-4.02479,4.63289,36.9375,6.94655,-2.31366,0.625,3,3.625,2.5625,1.125,0.125,23.0625,Combo G,76
Olivier Hanlan,Boston College,ACC,32,92.6,107.3,29.5,51.9,55.32,2.6,11.5,29.1,15,0.09136212624584718,0.12043189368770764,0.759,0.132890365448505,0.2591362126245847,0.513,0.05398671096345515,0.15282392026578073,0.353,0.1,2.1,29.2,Jr,5.29783,126.615,2.3,2015,25499,58,1.58828408,0.0872093023255814,0.14119601328903655,0.04568106312292359,0.11794019933554817,0.6176,0.3873,0,0,NA,105.077,100.2,0.0029043687707641197,190.068,5.48991,5.77286,-0.282953,6.22741,37.625,6.08615,0.141261,0.75,3.4688,4.2188,4.2188,1.2812,0.0312,19.5312,Scoring PG,76
Montrezl Harrell,Louisville,ACC,35,84.8,113.7,22.6,57.8,58.81,10,19.1,9.2,15.1,0.09275830237660602,0.15541083994676974,0.597,0.1659885410949792,0.275833899172539,0.602,0.007323023871837317,0.030105764806442305,0.243,3.7,1.6,50.8,Jr,4.74093,124.59,2.4,2015,26468,84,0.7101552,0.12042305922576922,0.1545971706276767,0.04556548186920997,0.12042305922576922,0.7789,0.3784,0.06021152961288461,0.06346620688925675,0.9487,89.4932,83.8085,0.004291389629214959,244.458,7.45216,3.50642,3.94574,8.58579,35.1143,5.41646,3.16934,3.1714,6,9.1714,1.4,0.9429,1.2,15.6857,PF/C,80
Richaun Holmes,Bowling Green,MAC,30,67.1,115.8,25.1,59.3,62.31,11.5,21,7.2,16.5,0.11700296330277354,0.1644992157326123,0.711,0.16102388018896557,0.2745515079480924,0.586,0.020852013261880433,0.04981314279226993,0.419,11.3,1.5,50.7,Sr,3.6708,122.373,3.4,2015,26987,NA,0.43332471,0.12395363439006703,0.17955900308841485,0.03707024579889855,0.09499250485967753,0.6903,0.3902,0.052130033154701085,0.05328847833591666,0.9783,91.2274,91.5379,0.004125269628115928,192.802,7.98568,2.67221,5.31347,8.6819,28.7742,5.65496,3.02693,2.871,5.1613,8.0323,0.8387,0.7097,2.6452,14.8065,PF/C,80
R.J. Hunter,Georgia St.,SB,34,92.1,111.9,28.5,46.8,54.93,2.8,12.4,19.7,12.9,0.15671891372949964,0.17660710075100974,0.887,0.09625882518410891,0.19649528777251984,0.49,0.059664561064530316,0.2004729251768219,0.298,3.6,3.6,44.5,Jr,5.00047,124.531,2.6,2015,27935,43.6,1.63636356,0.046936121370763854,0.06443772594969274,0.05011823129420547,0.1312620343419667,0.7284,0.3818,0.0039776374043020216,0.0039776374043020216,1,95.2301,96.8447,0.0031066939182560504,245.506,7.11989,5.35124,1.76865,7.47417,36.9714,6.03013,1.44405,0.7714,3.9429,4.7143,3.6,2.1429,1,19.6571,Wing G,78
Justin Anderson,Virginia,ACC,26,52.8,120.5,22,57.2,60.97,3.1,14.5,14,13.2,0.08839764353981733,0.11325948078539096,0.78,0.07734793809734017,0.16160194209622855,0.479,0.06491701947455335,0.14364617075220318,0.452,2.5,1.6,37.1,Jr,4.20367,129.325,1.7,2015,28488,90.2,1.45164815,0.060773379933624416,0.09116006990043662,0.01657455816371575,0.07044187219579194,0.6667,0.2353,0.024861837245573625,0.029005476786502563,0.8571,88.5752,84.0094,0.005736164525694156,121.798,9.76844,5.49031,4.27813,11.5827,27.8462,7.23767,4.34501,0.6538,3.3846,4.0385,1.7308,0.6538,0.5385,12.1923,Wing G,78
Andrew Harrison,Kentucky,SEC,39,63.1,111.6,21.8,44.6,53.13,1.7,8.1,26,18.4,0.12676046135978963,0.15995962981116313,0.792,0.06539230149512958,0.17404412551780643,0.376,0.036217274674225614,0.09456732831603355,0.383,0.9,2.5,59.6,So,3.05006,120.221,2.8,2015,28730,99.2,2.17190735,0.035211239266608234,0.05835005364180793,0.030181062228521346,0.11569407187599849,0.6034,0.2609,0.005030177038086891,0.005030177038086891,1,88.0517,83.4197,0.003876073339176387,165.034,7.024,4.43846,2.58554,7.08963,25.4872,3.38184,3.70779,0.3333,1.8974,2.2308,3.5641,1.0256,0.2051,9.3333,Scoring PG,78
Jarell Martin,LSU,SEC,33,85.9,106.5,24.6,52.6,56.54,9.7,18.1,10.5,18.4,0.12079382943704207,0.175151052683711,0.69,0.16220885667259935,0.29767050825556796,0.545,0.012079382943704208,0.044866279505187054,0.269,1.8,1.9,51.1,So,3.76806,117.024,3.2,2015,28739,97.8,0.64130707,0.11820539023481974,0.17773949188593333,0.04400346643777961,0.11993101636963463,0.665,0.3669,0.038826588033334955,0.038826588033334955,1,93.3404,90.8088,0.0037623826617368974,240.893,4.40655,2.44395,1.9626,4.03898,35.1212,2.7688,1.27018,2.9697,6.2727,9.2424,1.7879,1.1515,0.697,16.9091,Wing F,81
Jordan Mickey,LSU,SEC,31,80.1,97.3,24.7,50.5,53.25,10.5,19.6,7.6,21.7,0.08788150982284013,0.13598507309428945,0.646,0.17576301964568025,0.34227535404685105,0.514,9.250685244509487e-4,0.008325616720058538,0.111,9.7,1.5,38.8,So,2.5816,107.254,3,2015,28749,92.6,0.39602836,0.108233017360761,0.16743740292562173,0.06753000228491926,0.1748379511212293,0.6464,0.3862,0.03052726130688131,0.0323773983557832,0.9429,89.4192,87.0556,0.004409579639611804,258.992,5.04363,-0.939739,5.98337,4.26484,34.871,0.970956,3.29388,3.1935,6.7419,9.9355,1.2903,0.9355,3.6452,15.4194,C,80
Dakari Johnson,Kentucky,SEC,39,40.3,108.6,23.1,50.6,55.26,13.4,19.1,8.9,17.9,0.14173185938498767,0.2267709750159803,0.625,0.12440907657126696,0.24566855626731196,0.506,0,0,0,6.1,1.4,92.3,So,1.87012,118.821,4.3,2015,29049,98.2,0.69050052,0.0913383093814365,0.14330665782259866,0.03307076718983046,0.10236189844471331,0.6374,0.3231,0.022047178126553636,0.022047178126553636,1,81.6239,77.33,0.0044127269540453345,135.759,8.05064,2.62561,5.42504,6.86315,16.2821,2.52772,4.33542,1.7179,2.8718,4.5897,0.7436,0.359,0.9231,6.359,C,84
Rondae Hollis-Jefferson,Arizona,P12,38,71.5,113.8,20.9,51.3,57.33,9,20.1,10.1,15.5,0.13302757175323732,0.1880734635131976,0.707,0.1211009618719126,0.22568815621583713,0.537,0.0055045891759960275,0.026605514350647466,0.207,3.4,2.4,74.5,So,3.43005,119.977,3.4,2015,29198,97.2,1,0.08348626916927308,0.11651380422524925,0.03761469270263952,0.10917435199058788,0.7165,0.3445,0.03669726117330685,0.039449555761304864,0.9302,86.8974,82.7697,0.004062322591678015,234.584,9.57925,3.75175,5.82751,8.24463,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,Wing F,79
Cameron Payne,Murray St.,OVC,33,81.4,118.8,31.3,52.9,56.73,2.3,10.7,39.8,14.9,0.11868248873787957,0.1516498467206239,0.783,0.14034675255511156,0.2769258070550523,0.507,0.07723781013100099,0.20722339303439288,0.373,1.6,3.2,31.3,So,5.55848,134.583,2.5,2015,29428,28.4,2.40230118,0.04992199923101283,0.08194743269996446,0.09042475332409872,0.19592029886888054,0.6092,0.4615,0.002825773541378085,0.002825773541378085,1,100.124,101.405,0.0027676662181222137,203.057,8.30782,8.05255,0.25527,10.2868,32.1714,8.84184,1.44499,0.6,3.0857,3.6857,5.9714,1.9429,0.4857,20.2,Pure PG,74
Bobby Portis,Arkansas,SEC,36,74.2,118.9,25.7,55.2,58.23,13.6,20.2,8.8,11.5,0.10687728368874214,0.14498135874298934,0.737,0.21933077348298385,0.40520431033297016,0.541,0.013011147579499041,0.02788103052749795,0.467,4.8,2.1,33.5,So,4.893,132.908,2.9,2015,29460,96.8,0.74999998,0.1384757849532398,0.18959100758698605,0.08085498852974404,0.21282519969323432,0.7304,0.3799,0.029739765895997812,0.03345723663299754,0.8889,95.8038,92.078,0.003381411382374951,235.735,7.92782,5.11539,2.81243,8.39995,29.8889,7.31961,1.08034,3.6944,5.2222,8.9167,1.1667,1.0833,1.3889,17.4722,PF/C,82
Terry Rozier,Louisville,ACC,36,86.9,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,0.11031746031746031,0.13968253968253969,0.79,0.13174603174603175,0.28888888888888886,0.456,0.0380952380952381,0.1246031746031746,0.306,0.5,3.5,33.8,So,4.3476,121.449,2,2015,29506,94.2,1.36711625,0.06190476190476191,0.11507936507936507,0.06984126984126984,0.173015873015873,0.5379,0.4037,0.006349206349206349,0.007142857142857143,0.8889,89.6,84.1254,0.004142674603174603,249.602,7.20163,4.04812,3.15352,8.49714,35,4.41439,4.08275,1.1944,4.3611,5.5556,3,2,0.1667,17.0833,Combo G,73
Delon Wright,Utah,P12,34,83.7,125.2,24.2,54.5,61.66,4.1,13.6,32.8,15.4,0.13430957544213035,0.1608180442793929,0.835,0.11928810976768155,0.21736944446555304,0.549,0.022974006325627558,0.06450394083733892,0.356,3.2,3.9,57.1,Sr,6.04319,137.443,1.7,2015,31100,NA,2.61758206,0.08924517841878397,0.13165872855840408,0.030042931348897576,0.08659433153505772,0.6779,0.3469,0.015021465674448788,0.01590508130235754,0.9444,87.5652,83.3382,0.004522079698948621,237.663,14.4311,7.9039,6.52721,14.7263,33.2857,8.27648,6.44984,0.9714,3.9714,4.9429,5.0857,2.0857,0.9714,14.5429,Scoring PG,77
Deandre Bembry,Saint Joseph's,A10,31,95,100.2,27.3,48.6,51.21,4.6,18.7,24.4,16.9,0.08521303970033749,0.13366751325543136,0.637,0.12447787171912045,0.25730996301670533,0.484,0.04177109789232229,0.12781955955050622,0.327,2.7,3.1,34.7,So,3.50976,112.02,2.4,2015,31965,56,1.24716125,0.08437761774249104,0.12447787171912045,0.04093567593447585,0.13366751325543136,0.6779,0.3063,0.017543861114775364,0.02255639286185404,0.7778,94.693,94.1272,0.0036655725702232724,248.456,6.20876,2.95298,3.25578,7.04598,38.6129,4.4911,2.55488,1.5806,6.1613,7.7419,3.5806,1.9355,0.9355,17.7419,Wing G,78
Stanley Johnson,Arizona,P12,38,70.9,108,26,50.1,55.1,8.9,19.1,11.6,17.4,0.12210902263568256,0.16466216688751134,0.742,0.12118395428238193,0.2534687288043714,0.478,0.039777939191926896,0.10730792898287256,0.371,1.6,3.2,45.6,Fr,3.49987,120.974,3.7,2015,34150,99.6,0.7682932,0.05920437461124003,0.11008313404277442,0.061979579671141906,0.14338559476159696,0.5378,0.4323,0.014801093652810007,0.014801093652810007,1,86.6693,82.5525,0.004082095376027335,234.531,8.8059,4.11077,4.69513,8.38064,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,Wing F,78
Kelly Oubre,Kansas,B12,36,52.3,108.7,22,51.2,55.45,6.4,19.2,8.1,15.4,0.10449735449735449,0.1455026455026455,0.718,0.10052910052910052,0.20238095238095238,0.497,0.04497354497354497,0.12566137566137567,0.358,1.8,3.3,44.4,Fr,2.53323,120.287,3.8,2015,34389,98.8,0.65120567,0.06349206349206349,0.10185185185185185,0.037037037037037035,0.0992063492063492,0.6234,0.3733,0.022486772486772486,0.0291005291005291,0.7727,91.621,85.3856,0.0040359656084656085,169.756,7.34174,3.84099,3.50074,7.65254,21,4.12848,3.52406,1.1389,3.8333,4.9722,0.7778,1.1389,0.3611,9.25,Wing F,79
Chris McCullough,Syracuse,ACC,16,36,92.5,21.1,48.2,50.78,9,18.5,8.2,22.2,0.08888888888888889,0.15777777777777777,0.563,0.11777777777777777,0.24888888888888888,0.473,0.0022222222222222222,0.0022222222222222222,1,8.5,3.6,62.8,Fr,1.05663,96.314,3.6,2015,35808,96,0.51428571,0.07777777777777778,0.13111111111111112,0.042222222222222223,0.12222222222222222,0.5932,0.3455,0.024444444444444446,0.03111111111111111,0.7857,87.8528,86.8556,0.008725466666666667,109.276,5.9099,-1.68994,7.59984,4.68636,28.125,-0.230209,4.91657,2.25,4.625,6.875,1.125,1.6875,2.0625,9.3125,PF/C,82
Karl-Anthony Towns,Kentucky,SEC,39,52.3,122.7,24.2,57,62.72,14.1,22.2,11.5,16.6,0.13228158550523922,0.16262139869451425,0.813,0.17354373144265328,0.3009709468376085,0.577,0.002427185055142004,0.009708740220568016,0.25,11.4,1.4,52.3,Fr,3.68761,136.184,5.6,2015,35836,99.2,0.8301693,0.10558254989867717,0.14684469583609122,0.06796118154397611,0.15533984352908825,0.719,0.4375,0.026699035606562043,0.029126220661704047,0.9167,77.2779,73.2127,0.004775595819319374,202.777,14.8828,5.63939,9.24336,13.1262,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,C,83
Trey Lyles,Kentucky,SEC,36,52.6,112.6,20.6,49.6,54.26,9.9,16.1,9.2,15,0.09057971014492754,0.12318840579710146,0.735,0.13647342995169082,0.25483091787439616,0.536,0.004830917874396135,0.035024154589371984,0.138,2.1,1.4,42.5,Fr,2.66531,119.146,2.8,2015,35837,97.8,0.92685926,0.08333333333333333,0.10628019323671498,0.05314009661835749,0.14855072463768115,0.7841,0.3577,0.033816425120772944,0.036231884057971016,0.9333,85.2659,80.7753,0.004448019323671498,154.613,7.23508,3.72842,3.50666,6.72041,23,3.61558,3.10483,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,PF/C,82
Kevon Looney,UCLA,P12,36,76.8,113,20,50.5,53.22,12.2,21,9.1,11.9,0.08258539689105479,0.13195710155418536,0.626,0.11579908911897899,0.24057485181307264,0.481,0.01974868186525223,0.04757636994810765,0.415,3.3,2.5,45.8,Fr,3.64863,119.618,3.7,2015,36883,98,1.13336,0.0897667357511465,0.14003610777178854,0.026032353367832488,0.09964107668377262,0.641,0.2613,0.02154401658027516,0.02154401658027516,1,96.2307,91.9367,0.0033949420394140607,242.473,7.63282,4.25398,3.37884,6.31592,30.9444,4.43098,1.88494,3.3889,5.8056,9.1944,1.4167,1.2778,0.8889,11.5556,PF/C,81
Myles Turner,Texas,B12,34,54.9,109.4,23.8,48.8,55.61,7.2,24.9,6.2,16.6,0.12450321231532797,0.1483442529714546,0.839,0.13245022586737018,0.25827794044137187,0.513,0.02251653839745293,0.08211914003776952,0.274,12.3,0.8,43.6,Fr,2.76964,121.743,4.3,2015,37036,99,0.42549187,0.05298009034694807,0.0715231219683799,0.0794701355204221,0.18675481847299194,0.7407,0.4255,0.01456952484541072,0.017218529362758122,0.8462,85.3599,81.3327,0.004650539350564755,185.417,7.38281,0.519533,6.86328,8.53262,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,PF/C,83
Rashad Vaughn,UNLV,MWC,23,57.3,101.4,28.8,52.1,54.73,2.3,13.9,12.2,14.4,0.09164411839503656,0.13207534709872917,0.694,0.1212936861110778,0.25202132558635054,0.481,0.07277621166664668,0.19002677490735523,0.383,1.1,1.5,29.9,Fr,3.37158,116.012,2.9,2015,37215,98.2,0.71999634,0.06468996592590816,0.11725056324070854,0.05660372018516964,0.134770762345642,0.5517,0.42,0.00404312287036926,0.00539083049382568,0.75,100.566,98.7494,0.0042535539386957455,122.977,0.927228,2.60346,-1.67623,4.09223,32.2609,4.5805,-0.488272,0.6087,4.2174,4.8261,1.5652,0.7826,0.3478,17.8261,Wing G,78
